Year,Race,Sex,AgeGroup,HispanicOrigin,Population
1961,White,Male,50 to 54,NA,4394624
1961,White,Male,55 to 59,NA,3815319
1961,White,Male,60 to 64,NA,3133292
1961,White,Male,65 to 69,NA,2696131
1961,White,Male,70 to 74,NA,2066639
1961,White,Male,75 to 79,NA,1298211
1961,White,Male,80 to 84,NA,647557
1961,White,Male,85 years and over,NA,342388
1961,White,Male,Under 5,NA,8930738
1962,Black,Female,10 to 14,NA,1103906
1962,Black,Female,15 to 19,NA,820019
1962,Black,Female,20 to 24,NA,699222
1962,Black,Female,25 to 29,NA,632865
1962,Black,Female,30 to 34,NA,662299
1962,Black,Female,35 to 39,NA,661881
1962,Black,Female,40 to 44,NA,601395
1962,Black,Female,45 to 49,NA,538952
1962,Black,Female,5 to 9,NA,1286386
1962,Black,Female,50 to 54,NA,470983
1962,Black,Female,55 to 59,NA,396240
1962,Black,Female,60 to 64,NA,300705
1962,Black,Female,65 to 69,NA,285636
1962,Black,Female,70 to 74,NA,193652
1962,Black,Female,75 to 79,NA,116762
1962,Black,Female,80 to 84,NA,62883
1962,Black,Female,85 years and over,NA,38871
1962,Black,Female,Under 5,NA,1386238
1962,Black,Male,10 to 14,NA,1100790
1962,Black,Male,15 to 19,NA,804825
1962,Black,Male,20 to 24,NA,638251
1962,Black,Male,25 to 29,NA,556895
1962,Black,Male,30 to 34,NA,574710
1962,Black,Male,35 to 39,NA,582068
1962,Black,Male,40 to 44,NA,528930
1962,Black,Male,45 to 49,NA,484763
1962,Black,Male,5 to 9,NA,1287035
1962,Black,Male,50 to 54,NA,429546
1962,Black,Male,55 to 59,NA,366852
1962,Black,Male,60 to 64,NA,272138
1962,Black,Male,65 to 69,NA,243979
1962,Black,Male,70 to 74,NA,165559
1962,Black,Male,75 to 79,NA,97723
1962,Black,Male,80 to 84,NA,50967
1962,Black,Male,85 years and over,NA,26612
1962,Black,Male,Under 5,NA,1381499
1962,Other,Female,10 to 14,NA,91115
1962,Other,Female,15 to 19,NA,68866
1962,Other,Female,20 to 24,NA,65491
1962,Other,Female,25 to 29,NA,66686
1962,Other,Female,30 to 34,NA,76773
1962,Other,Female,35 to 39,NA,64983
1962,Other,Female,40 to 44,NA,47945
1962,Other,Female,45 to 49,NA,35206
1962,Other,Female,5 to 9,NA,110431
1962,Other,Female,50 to 54,NA,27565
1962,Other,Female,55 to 59,NA,29696
1962,Other,Female,60 to 64,NA,21757
1962,Other,Female,65 to 69,NA,15777
1962,Other,Female,70 to 74,NA,10267
1962,Other,Female,75 to 79,NA,6534
1962,Other,Female,80 to 84,NA,3208
1962,Other,Female,85 years and over,NA,2231
1962,Other,Female,Under 5,NA,122031
1962,Other,Male,10 to 14,NA,93604
1962,Other,Male,15 to 19,NA,72175
1962,Other,Male,20 to 24,NA,67711
1962,Other,Male,25 to 29,NA,59819
1962,Other,Male,30 to 34,NA,69618
1962,Other,Male,35 to 39,NA,63057
1962,Other,Male,40 to 44,NA,52272
1962,Other,Male,45 to 49,NA,45113
1962,Other,Male,5 to 9,NA,113687
1962,Other,Male,50 to 54,NA,43652
1962,Other,Male,55 to 59,NA,44274
1962,Other,Male,60 to 64,NA,31587
1962,Other,Male,65 to 69,NA,19647
1962,Other,Male,70 to 74,NA,14139
1962,Other,Male,75 to 79,NA,10768
1962,Other,Male,80 to 84,NA,4970
1962,Other,Male,85 years and over,NA,3460
1962,Other,Male,Under 5,NA,124832
1962,White,Female,10 to 14,NA,7553567
1962,White,Female,15 to 19,NA,6488034
1962,White,Female,20 to 24,NA,5209899
1962,White,Female,25 to 29,NA,4769071
1962,White,Female,30 to 34,NA,5137448
1962,White,Female,35 to 39,NA,5635779
1962,White,Female,40 to 44,NA,5502894
1962,White,Female,45 to 49,NA,5057021
1962,White,Female,5 to 9,NA,8253821
1962,White,Female,50 to 54,NA,4620295
1962,White,Female,55 to 59,NA,4129501
1962,White,Female,60 to 64,NA,3482760
1962,White,Female,65 to 69,NA,3154582
1962,White,Female,70 to 74,NA,2558925
1962,White,Female,75 to 79,NA,1709738
1962,White,Female,80 to 84,NA,960867
1962,White,Female,85 years and over,NA,566764
1962,White,Female,Under 5,NA,8555195
1962,White,Male,10 to 14,NA,7850952
1962,White,Male,15 to 19,NA,6696440
1962,White,Male,20 to 24,NA,5278543
1962,White,Male,25 to 29,NA,4771893
1962,White,Male,30 to 34,NA,5116089
1962,White,Male,35 to 39,NA,5465808
1962,White,Male,40 to 44,NA,5311775
1962,White,Male,45 to 49,NA,4911302
1962,White,Male,5 to 9,NA,8589764
1962,White,Male,50 to 54,NA,4459218
1962,White,Male,55 to 59,NA,3904159
1962,White,Male,60 to 64,NA,3151569
1962,White,Male,65 to 69,NA,2691460
1962,White,Male,70 to 74,NA,2103549
1962,White,Male,75 to 79,NA,1324399
1962,White,Male,80 to 84,NA,668414
1962,White,Male,85 years and over,NA,344260
1962,White,Male,Under 5,NA,8898998
1963,Black,Female,10 to 14,NA,1143787
1963,Black,Female,15 to 19,NA,861720
1963,Black,Female,20 to 24,NA,727399
1963,Black,Female,25 to 29,NA,639738
1963,Black,Female,30 to 34,NA,658469
1963,Black,Female,35 to 39,NA,663409
1963,Black,Female,40 to 44,NA,614167
1963,Black,Female,45 to 49,NA,540073
1963,Black,Female,5 to 9,NA,1318795
1963,Black,Female,50 to 54,NA,482499
1963,Black,Female,55 to 59,NA,408769
1963,Black,Female,60 to 64,NA,305373
1963,Black,Female,65 to 69,NA,296184
1963,Black,Female,70 to 74,NA,202383
1963,Black,Female,75 to 79,NA,119339
1963,Black,Female,80 to 84,NA,66342
1963,Black,Female,85 years and over,NA,40269
1963,Black,Female,Under 5,NA,1386891
1963,Black,Male,10 to 14,NA,1140254
1963,Black,Male,15 to 19,NA,848116
1963,Black,Male,20 to 24,NA,667246
1963,Black,Male,25 to 29,NA,561665
1963,Black,Male,30 to 34,NA,572278
1963,Black,Male,35 to 39,NA,581409
1963,Black,Male,40 to 44,NA,537669
1963,Black,Male,45 to 49,NA,482942
1963,Black,Male,5 to 9,NA,1321085
1963,Black,Male,50 to 54,NA,437325
1963,Black,Male,55 to 59,NA,374224
1963,Black,Male,60 to 64,NA,274600
1963,Black,Male,65 to 69,NA,249082
1963,Black,Male,70 to 74,NA,170505
1963,Black,Male,75 to 79,NA,98183
1963,Black,Male,80 to 84,NA,53115
1963,Black,Male,85 years and over,NA,26794
1963,Black,Male,Under 5,NA,1382969
1963,Other,Female,10 to 14,NA,94780
1963,Other,Female,15 to 19,NA,74701
1963,Other,Female,20 to 24,NA,71134
1963,Other,Female,25 to 29,NA,67588
1963,Other,Female,30 to 34,NA,80043
1963,Other,Female,35 to 39,NA,68941
1963,Other,Female,40 to 44,NA,51963
1963,Other,Female,45 to 49,NA,37409
1963,Other,Female,5 to 9,NA,115805
1963,Other,Female,50 to 54,NA,29617
1963,Other,Female,55 to 59,NA,29585
1963,Other,Female,60 to 64,NA,23617
1963,Other,Female,65 to 69,NA,17190
1963,Other,Female,70 to 74,NA,10928
1963,Other,Female,75 to 79,NA,7206
1963,Other,Female,80 to 84,NA,3578
1963,Other,Female,85 years and over,NA,2440
1963,Other,Female,Under 5,NA,125134
1963,Other,Male,10 to 14,NA,96849
1963,Other,Male,15 to 19,NA,77723
1963,Other,Male,20 to 24,NA,73483
1963,Other,Male,25 to 29,NA,60111
1963,Other,Male,30 to 34,NA,73359
1963,Other,Male,35 to 39,NA,64217
1963,Other,Male,40 to 44,NA,55501
1963,Other,Male,45 to 49,NA,45406
1963,Other,Male,5 to 9,NA,118700
1963,Other,Male,50 to 54,NA,44256
1963,Other,Male,55 to 59,NA,44151
1963,Other,Male,60 to 64,NA,33965
1963,Other,Male,65 to 69,NA,21274
1963,Other,Male,70 to 74,NA,13623
1963,Other,Male,75 to 79,NA,11310
1963,Other,Male,80 to 84,NA,5480
1963,Other,Male,85 years and over,NA,3622
1963,Other,Male,Under 5,NA,127719
1963,White,Female,10 to 14,NA,7672253
1963,White,Female,15 to 19,NA,6711752
1963,White,Female,20 to 24,NA,5547712
1963,White,Female,25 to 29,NA,4826019
1963,White,Female,30 to 34,NA,5029052
1963,White,Female,35 to 39,NA,5564983
1963,White,Female,40 to 44,NA,5589876
1963,White,Female,45 to 49,NA,5106087
1963,White,Female,5 to 9,NA,8389670
1963,White,Female,50 to 54,NA,4690394
1963,White,Female,55 to 59,NA,4252541
1963,White,Female,60 to 64,NA,3518331
1963,White,Female,65 to 69,NA,3179962
1963,White,Female,70 to 74,NA,2636901
1963,White,Female,75 to 79,NA,1761640
1963,White,Female,80 to 84,NA,1004300
1963,White,Female,85 years and over,NA,583998
1963,White,Female,Under 5,NA,8486129
1963,White,Male,10 to 14,NA,7979866
1963,White,Male,15 to 19,NA,6935028
1963,White,Male,20 to 24,NA,5626539
1963,White,Male,25 to 29,NA,4818831
1963,White,Male,30 to 34,NA,5022829
1963,White,Male,35 to 39,NA,5410221
1963,White,Male,40 to 44,NA,5381990
1963,White,Male,45 to 49,NA,4938296
1963,White,Male,5 to 9,NA,8731845
1963,White,Male,50 to 54,NA,4511595
1963,White,Male,55 to 59,NA,3996679
1963,White,Male,60 to 64,NA,3174306
1963,White,Male,65 to 69,NA,2680881
1963,White,Male,70 to 74,NA,2131866
1963,White,Male,75 to 79,NA,1344788
1963,White,Male,80 to 84,NA,688179
1963,White,Male,85 years and over,NA,346295
1963,White,Male,Under 5,NA,8832689
1964,Black,Female,10 to 14,NA,1184513
1964,Black,Female,15 to 19,NA,917150
1964,Black,Female,20 to 24,NA,753570
1964,Black,Female,25 to 29,NA,649534
1964,Black,Female,30 to 34,NA,654412
1964,Black,Female,35 to 39,NA,663617
1964,Black,Female,40 to 44,NA,625477
1964,Black,Female,45 to 49,NA,543276
1964,Black,Female,5 to 9,NA,1347257
1964,Black,Female,50 to 54,NA,492327
1964,Black,Female,55 to 59,NA,421432
1964,Black,Female,60 to 64,NA,311775
1964,Black,Female,65 to 69,NA,306670
1964,Black,Female,70 to 74,NA,210101
1964,Black,Female,75 to 79,NA,123044
1964,Black,Female,80 to 84,NA,69782
1964,Black,Female,85 years and over,NA,42791
1964,Black,Female,Under 5,NA,1382332
1964,Black,Male,10 to 14,NA,1180297
1964,Black,Male,15 to 19,NA,904643
1964,Black,Male,20 to 24,NA,693876
1964,Black,Male,25 to 29,NA,569361
1964,Black,Male,30 to 34,NA,568357
1964,Black,Male,35 to 39,NA,579134
1964,Black,Male,40 to 44,NA,544538
1964,Black,Male,45 to 49,NA,483281
1964,Black,Male,5 to 9,NA,1350769
1964,Black,Male,50 to 54,NA,443780
1964,Black,Male,55 to 59,NA,381788
1964,Black,Male,60 to 64,NA,278133
1964,Black,Male,65 to 69,NA,255409
1964,Black,Male,70 to 74,NA,174962
1964,Black,Male,75 to 79,NA,99220
1964,Black,Male,80 to 84,NA,54750
1964,Black,Male,85 years and over,NA,28339
1964,Black,Male,Under 5,NA,1382217
1964,Other,Female,10 to 14,NA,97930
1964,Other,Female,15 to 19,NA,81754
1964,Other,Female,20 to 24,NA,76496
1964,Other,Female,25 to 29,NA,70776
1964,Other,Female,30 to 34,NA,81247
1964,Other,Female,35 to 39,NA,72750
1964,Other,Female,40 to 44,NA,56398
1964,Other,Female,45 to 49,NA,40205
1964,Other,Female,5 to 9,NA,119301
1964,Other,Female,50 to 54,NA,31955
1964,Other,Female,55 to 59,NA,29783
1964,Other,Female,60 to 64,NA,25111
1964,Other,Female,65 to 69,NA,18835
1964,Other,Female,70 to 74,NA,11665
1964,Other,Female,75 to 79,NA,7937
1964,Other,Female,80 to 84,NA,4011
1964,Other,Female,85 years and over,NA,2688
1964,Other,Female,Under 5,NA,125782
1964,Other,Male,10 to 14,NA,99294
1964,Other,Male,15 to 19,NA,84486
1964,Other,Male,20 to 24,NA,79642
1964,Other,Male,25 to 29,NA,62922
1964,Other,Male,30 to 34,NA,75076
1964,Other,Male,35 to 39,NA,65608
1964,Other,Male,40 to 44,NA,58713
1964,Other,Male,45 to 49,NA,46507
1964,Other,Male,5 to 9,NA,121406
1964,Other,Male,50 to 54,NA,44945
1964,Other,Male,55 to 59,NA,44136
1964,Other,Male,60 to 64,NA,36078
1964,Other,Male,65 to 69,NA,23306
1964,Other,Male,70 to 74,NA,13618
1964,Other,Male,75 to 79,NA,11728
1964,Other,Male,80 to 84,NA,6142
1964,Other,Male,85 years and over,NA,3909
1964,Other,Male,Under 5,NA,128013
1964,White,Female,10 to 14,NA,7831533
1964,White,Female,15 to 19,NA,7010130
1964,White,Female,20 to 24,NA,5789388
1964,White,Female,25 to 29,NA,4917138
1964,White,Female,30 to 34,NA,4923155
1964,White,Female,35 to 39,NA,5476338
1964,White,Female,40 to 44,NA,5650092
1964,White,Female,45 to 49,NA,5164162
1964,White,Female,5 to 9,NA,8475353
1964,White,Female,50 to 54,NA,4756466
1964,White,Female,55 to 59,NA,4365823
1964,White,Female,60 to 64,NA,3570402
1964,White,Female,65 to 69,NA,3209013
1964,White,Female,70 to 74,NA,2706040
1964,White,Female,75 to 79,NA,1818353
1964,White,Female,80 to 84,NA,1051946
1964,White,Female,85 years and over,NA,607727
1964,White,Female,Under 5,NA,8394296
1964,White,Male,10 to 14,NA,8153393
1964,White,Male,15 to 19,NA,7252050
1964,White,Male,20 to 24,NA,5875578
1964,White,Male,25 to 29,NA,4898238
1964,White,Male,30 to 34,NA,4926085
1964,White,Male,35 to 39,NA,5338093
1964,White,Male,40 to 44,NA,5430884
1964,White,Male,45 to 49,NA,4972432
1964,White,Male,5 to 9,NA,8821786
1964,White,Male,50 to 54,NA,4560795
1964,White,Male,55 to 59,NA,4081911
1964,White,Male,60 to 64,NA,3211187
1964,White,Male,65 to 69,NA,2678561
1964,White,Male,70 to 74,NA,2150752
1964,White,Male,75 to 79,NA,1368574
1964,White,Male,80 to 84,NA,712257
1964,White,Male,85 years and over,NA,354568
1964,White,Male,Under 5,NA,8752225
1965,Black,Female,10 to 14,NA,1227730
1965,Black,Female,15 to 19,NA,974677
1965,Black,Female,20 to 24,NA,779573
1965,Black,Female,25 to 29,NA,661300
1965,Black,Female,30 to 34,NA,652347
1965,Black,Female,35 to 39,NA,662936
1965,Black,Female,40 to 44,NA,634156
1965,Black,Female,45 to 49,NA,549406
1965,Black,Female,5 to 9,NA,1363795
1965,Black,Female,50 to 54,NA,500615
1965,Black,Female,55 to 59,NA,432597
1965,Black,Female,60 to 64,NA,320743
1965,Black,Female,65 to 69,NA,316082
1965,Black,Female,70 to 74,NA,216403
1965,Black,Female,75 to 79,NA,127345
1965,Black,Female,80 to 84,NA,72812
1965,Black,Female,85 years and over,NA,45962
1965,Black,Female,Under 5,NA,1373176
1965,Black,Male,10 to 14,NA,1224130
1965,Black,Male,15 to 19,NA,964257
1965,Black,Male,20 to 24,NA,719109
1965,Black,Male,25 to 29,NA,578930
1965,Black,Male,30 to 34,NA,565776
1965,Black,Male,35 to 39,NA,576163
1965,Black,Male,40 to 44,NA,549091
1965,Black,Male,45 to 49,NA,486401
1965,Black,Male,5 to 9,NA,1366157
1965,Black,Male,50 to 54,NA,448617
1965,Black,Male,55 to 59,NA,388371
1965,Black,Male,60 to 64,NA,283497
1965,Black,Male,65 to 69,NA,261073
1965,Black,Male,70 to 74,NA,177804
1965,Black,Male,75 to 79,NA,100808
1965,Black,Male,80 to 84,NA,55854
1965,Black,Male,85 years and over,NA,30191
1965,Black,Male,Under 5,NA,1375848
1965,Other,Female,10 to 14,NA,102130
1965,Other,Female,15 to 19,NA,88578
1965,Other,Female,20 to 24,NA,80078
1965,Other,Female,25 to 29,NA,71843
1965,Other,Female,30 to 34,NA,83966
1965,Other,Female,35 to 39,NA,76165
1965,Other,Female,40 to 44,NA,60721
1965,Other,Female,45 to 49,NA,43349
1965,Other,Female,5 to 9,NA,123531
1965,Other,Female,50 to 54,NA,34215
1965,Other,Female,55 to 59,NA,30206
1965,Other,Female,60 to 64,NA,26140
1965,Other,Female,65 to 69,NA,20477
1965,Other,Female,70 to 74,NA,12493
1965,Other,Female,75 to 79,NA,8703
1965,Other,Female,80 to 84,NA,4510
1965,Other,Female,85 years and over,NA,2997
1965,Other,Female,Under 5,NA,125609
1965,Other,Male,10 to 14,NA,103056
1965,Other,Male,15 to 19,NA,91545
1965,Other,Male,20 to 24,NA,84860
1965,Other,Male,25 to 29,NA,63836
1965,Other,Male,30 to 34,NA,77361
1965,Other,Male,35 to 39,NA,66650
1965,Other,Male,40 to 44,NA,61025
1965,Other,Male,45 to 49,NA,48177
1965,Other,Male,5 to 9,NA,124906
1965,Other,Male,50 to 54,NA,45335
1965,Other,Male,55 to 59,NA,44032
1965,Other,Male,60 to 64,NA,37521
1965,Other,Male,65 to 69,NA,25420
1965,Other,Male,70 to 74,NA,14013
1965,Other,Male,75 to 79,NA,11932
1965,Other,Male,80 to 84,NA,6896
1965,Other,Male,85 years and over,NA,4262
1965,Other,Male,Under 5,NA,127935
1965,White,Female,10 to 14,NA,8026881
1965,White,Female,15 to 19,NA,7322995
1965,White,Female,20 to 24,NA,5987499
1965,White,Female,25 to 29,NA,4994631
1965,White,Female,30 to 34,NA,4870908
1965,White,Female,35 to 39,NA,5382641
1965,White,Female,40 to 44,NA,5673381
1965,White,Female,45 to 49,NA,5234852
1965,White,Female,5 to 9,NA,8524383
1965,White,Female,50 to 54,NA,4822730
1965,White,Female,55 to 59,NA,4459533
1965,White,Female,60 to 64,NA,3641909
1965,White,Female,65 to 69,NA,3241540
1965,White,Female,70 to 74,NA,2758450
1965,White,Female,75 to 79,NA,1875720
1965,White,Female,80 to 84,NA,1098485
1965,White,Female,85 years and over,NA,635299
1965,White,Female,Under 5,NA,8235259
1965,White,Male,10 to 14,NA,8364948
1965,White,Male,15 to 19,NA,7584679
1965,White,Male,20 to 24,NA,6095320
1965,White,Male,25 to 29,NA,4969670
1965,White,Male,30 to 34,NA,4874429
1965,White,Male,35 to 39,NA,5256129
1965,White,Male,40 to 44,NA,5447988
1965,White,Male,45 to 49,NA,5017950
1965,White,Male,5 to 9,NA,8874800
1965,White,Male,50 to 54,NA,4607532
1965,White,Male,55 to 59,NA,4150278
1965,White,Male,60 to 64,NA,3262063
1965,White,Male,65 to 69,NA,2685699
1965,White,Male,70 to 74,NA,2157543
1965,White,Male,75 to 79,NA,1387283
1965,White,Male,80 to 84,NA,732288
1965,White,Male,85 years and over,NA,363049
1965,White,Male,Under 5,NA,8586014
1966,Black,Female,10 to 14,NA,1265837
1966,Black,Female,15 to 19,NA,1049347
1966,Black,Female,20 to 24,NA,792179
1966,Black,Female,25 to 29,NA,680615
1966,Black,Female,30 to 34,NA,651312
1966,Black,Female,35 to 39,NA,662360
1966,Black,Female,40 to 44,NA,640779
1966,Black,Female,45 to 49,NA,558188
1966,Black,Female,5 to 9,NA,1381868
1966,Black,Female,50 to 54,NA,507139
1966,Black,Female,55 to 59,NA,442988
1966,Black,Female,60 to 64,NA,333459
1966,Black,Female,65 to 69,NA,323381
1966,Black,Female,70 to 74,NA,221546
1966,Black,Female,75 to 79,NA,131692
1966,Black,Female,80 to 84,NA,75299
1966,Black,Female,85 years and over,NA,49214
1966,Black,Female,Under 5,NA,1347280
1966,Black,Male,10 to 14,NA,1264193
1966,Black,Male,15 to 19,NA,1039047
1966,Black,Male,20 to 24,NA,730816
1966,Black,Male,25 to 29,NA,595865
1966,Black,Male,30 to 34,NA,563070
1966,Black,Male,35 to 39,NA,573306
1966,Black,Male,40 to 44,NA,551563
1966,Black,Male,45 to 49,NA,491875
1966,Black,Male,5 to 9,NA,1382810
1966,Black,Male,50 to 54,NA,451268
1966,Black,Male,55 to 59,NA,394415
1966,Black,Male,60 to 64,NA,291531
1966,Black,Male,65 to 69,NA,264632
1966,Black,Male,70 to 74,NA,179535
1966,Black,Male,75 to 79,NA,103013
1966,Black,Male,80 to 84,NA,56555
1966,Black,Male,85 years and over,NA,31560
1966,Black,Male,Under 5,NA,1354529
1966,Other,Female,10 to 14,NA,107852
1966,Other,Female,15 to 19,NA,96881
1966,Other,Female,20 to 24,NA,84110
1966,Other,Female,25 to 29,NA,77069
1966,Other,Female,30 to 34,NA,84321
1966,Other,Female,35 to 39,NA,80223
1966,Other,Female,40 to 44,NA,65675
1966,Other,Female,45 to 49,NA,47338
1966,Other,Female,5 to 9,NA,127768
1966,Other,Female,50 to 54,NA,36964
1966,Other,Female,55 to 59,NA,31352
1966,Other,Female,60 to 64,NA,27024
1966,Other,Female,65 to 69,NA,22187
1966,Other,Female,70 to 74,NA,13630
1966,Other,Female,75 to 79,NA,9563
1966,Other,Female,80 to 84,NA,5113
1966,Other,Female,85 years and over,NA,3398
1966,Other,Female,Under 5,NA,125777
1966,Other,Male,10 to 14,NA,108773
1966,Other,Male,15 to 19,NA,100271
1966,Other,Male,20 to 24,NA,89778
1966,Other,Male,25 to 29,NA,69799
1966,Other,Male,30 to 34,NA,77610
1966,Other,Male,35 to 39,NA,69160
1966,Other,Male,40 to 44,NA,63332
1966,Other,Male,45 to 49,NA,50979
1966,Other,Male,5 to 9,NA,129231
1966,Other,Male,50 to 54,NA,45811
1966,Other,Male,55 to 59,NA,44155
1966,Other,Male,60 to 64,NA,38552
1966,Other,Male,65 to 69,NA,27571
1966,Other,Male,70 to 74,NA,14800
1966,Other,Male,75 to 79,NA,11880
1966,Other,Male,80 to 84,NA,7703
1966,Other,Male,85 years and over,NA,4561
1966,Other,Male,Under 5,NA,128396
1966,White,Female,10 to 14,NA,8190856
1966,White,Female,15 to 19,NA,7697433
1966,White,Female,20 to 24,NA,6117977
1966,White,Female,25 to 29,NA,5131716
1966,White,Female,30 to 34,NA,4843196
1966,White,Female,35 to 39,NA,5287547
1966,White,Female,40 to 44,NA,5666445
1966,White,Female,45 to 49,NA,5319543
1966,White,Female,5 to 9,NA,8595682
1966,White,Female,50 to 54,NA,4886916
1966,White,Female,55 to 59,NA,4534834
1966,White,Female,60 to 64,NA,3734753
1966,White,Female,65 to 69,NA,3277206
1966,White,Female,70 to 74,NA,2796355
1966,White,Female,75 to 79,NA,1935894
1966,White,Female,80 to 84,NA,1143083
1966,White,Female,85 years and over,NA,665690
1966,White,Female,Under 5,NA,7954773
1966,White,Male,10 to 14,NA,8540178
1966,White,Male,15 to 19,NA,7978820
1966,White,Male,20 to 24,NA,6235559
1966,White,Male,25 to 29,NA,5106693
1966,White,Male,30 to 34,NA,4843903
1966,White,Male,35 to 39,NA,5173960
1966,White,Male,40 to 44,NA,5441167
1966,White,Male,45 to 49,NA,5076606
1966,White,Male,5 to 9,NA,8956137
1966,White,Male,50 to 54,NA,4652486
1966,White,Male,55 to 59,NA,4205235
1966,White,Male,60 to 64,NA,3329733
1966,White,Male,65 to 69,NA,2696445
1966,White,Male,70 to 74,NA,2152148
1966,White,Male,75 to 79,NA,1407549
1966,White,Male,80 to 84,NA,750654
1966,White,Male,85 years and over,NA,373274
1966,White,Male,Under 5,NA,8297219
1967,Black,Female,10 to 14,NA,1312671
1967,Black,Female,15 to 19,NA,1090347
1967,Black,Female,20 to 24,NA,836679
1967,Black,Female,25 to 29,NA,702779
1967,Black,Female,30 to 34,NA,653584
1967,Black,Female,35 to 39,NA,661558
1967,Black,Female,40 to 44,NA,646120
1967,Black,Female,45 to 49,NA,570068
1967,Black,Female,5 to 9,NA,1386181
1967,Black,Female,50 to 54,NA,512050
1967,Black,Female,55 to 59,NA,452308
1967,Black,Female,60 to 64,NA,349910
1967,Black,Female,65 to 69,NA,328948
1967,Black,Female,70 to 74,NA,225467
1967,Black,Female,75 to 79,NA,136904
1967,Black,Female,80 to 84,NA,78058
1967,Black,Female,85 years and over,NA,52780
1967,Black,Female,Under 5,NA,1313448
1967,Black,Male,10 to 14,NA,1314339
1967,Black,Male,15 to 19,NA,1079367
1967,Black,Male,20 to 24,NA,773380
1967,Black,Male,25 to 29,NA,615389
1967,Black,Male,30 to 34,NA,560990
1967,Black,Male,35 to 39,NA,569157
1967,Black,Male,40 to 44,NA,552042
1967,Black,Male,45 to 49,NA,499797
1967,Black,Male,5 to 9,NA,1386335
1967,Black,Male,50 to 54,NA,452026
1967,Black,Male,55 to 59,NA,399017
1967,Black,Male,60 to 64,NA,301912
1967,Black,Male,65 to 69,NA,267608
1967,Black,Male,70 to 74,NA,181290
1967,Black,Male,75 to 79,NA,105940
1967,Black,Male,80 to 84,NA,57048
1967,Black,Male,85 years and over,NA,33610
1967,Black,Male,Under 5,NA,1321055
1967,Other,Female,10 to 14,NA,115083
1967,Other,Female,15 to 19,NA,103520
1967,Other,Female,20 to 24,NA,92415
1967,Other,Female,25 to 29,NA,83874
1967,Other,Female,30 to 34,NA,84913
1967,Other,Female,35 to 39,NA,84194
